,publisher,genres,app_name,title,url,release_date,tags,reviews_url,specs,price,early_access,id,developer
2582,Dogenzaka Lab,['Adventure'],Dangerous Relationship,Dangerous Relationship,http://store.steampowered.com/app/494460/Dangerous_Relationship/,2016-08-23,"['Adventure', 'Otome', 'Visual Novel', 'Anime']",http://steamcommunity.com/app/494460/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",15.99,False,494460.0,Dogenzaka Lab
2583,Games by Brundle,"['Action', 'Indie', 'Early Access']",Nebula,Nebula,http://store.steampowered.com/app/468130/Nebula/,2016-06-02,"['Early Access', 'Action', 'Indie']",http://steamcommunity.com/app/468130/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,True,468130.0,Games by Brundle
2584,Romenics,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Celestial Command,Celestial Command,http://store.steampowered.com/app/330460/Celestial_Command/,2014-11-20,"['Early Access', 'Simulation', 'Space', 'Action', 'Indie', 'Strategy', 'Adventure', 'RPG', 'Sandbox', 'Sci-fi', '2D']",http://steamcommunity.com/app/330460/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer']",10.99,True,330460.0,"Romenics,Artaani,Riya"
2585,"XSEED Games, Marvelous USA, Inc.",['RPG'],The Legend of Heroes: Trails of Cold Steel - Handy Accessories Pack,The Legend of Heroes: Trails of Cold Steel - Handy Accessories Pack,http://store.steampowered.com/app/605331/The_Legend_of_Heroes_Trails_of_Cold_Steel__Handy_Accessories_Pack/,2017-09-12,['RPG'],http://steamcommunity.com/app/605331/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Full controller support']",0.99,False,605331.0,Nihon Falcom
2586,Ultraint,"['Action', 'Indie', 'Strategy', 'Early Access']",Souland,Souland,http://store.steampowered.com/app/759920/Souland/,2017-12-29,"['Early Access', 'Strategy', 'Action', 'Indie', 'Pixel Graphics']",http://steamcommunity.com/app/759920/reviews/?browsefilter=mostrecent&p=1,['Single-player'],7.99,True,759920.0,Ultraint
2587,Evan Todd,"['Action', 'Adventure', 'Indie']",Lemma,Lemma,http://store.steampowered.com/app/300340/Lemma/,2015-05-12,"['Parkour', 'First-Person', 'Adventure', 'Indie', 'Action', 'Female Protagonist', 'Singleplayer', 'Voxel']",http://steamcommunity.com/app/300340/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",14.99,False,300340.0,Evan Todd
2588,Digital Tribe,"['Indie', 'Strategy']",Navalia,Navalia,http://store.steampowered.com/app/551630/Navalia/,2017-06-02,"['Indie', 'Strategy', 'Space']",http://steamcommunity.com/app/551630/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud']",12.99,False,551630.0,Luotsi Entertainment
2589,,,TheScreamer VR,,http://store.steampowered.com/app/564520/TheScreamer_VR/,,"['Indie', 'Simulation', 'VR']",http://steamcommunity.com/app/564520/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'HTC Vive', 'Oculus Rift', 'Keyboard / Mouse', 'Seated']",0.99,False,564520.0,
2590,THQ Nordic,"['Racing', 'Sports']",BAJA: Edge of Control HD,BAJA: Edge of Control HD,http://store.steampowered.com/app/623090/BAJA_Edge_of_Control_HD/,2017-09-14,"['Racing', 'Sports', 'Offroad']",http://steamcommunity.com/app/623090/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,623090.0,"2XL Games,Blitworks"
2591,,"['Casual', 'Simulation']",Rocksmith® 2014 – The Ventures - “Walk Don’t Run”,Rocksmith® 2014 – The Ventures - “Walk Don’t Run”,http://store.steampowered.com/app/294941/Rocksmith_2014__The_Ventures__Walk_Dont_Run/,2014-06-24,"['Casual', 'Simulation']",http://steamcommunity.com/app/294941/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,294941.0,Ubisoft - San Francisco
2592,Ubisoft,"['Casual', 'Simulation']",Rocksmith - Deep Purple - Smoke on the Water,Rocksmith - Deep Purple - Smoke on the Water,http://store.steampowered.com/app/206095/Rocksmith__Deep_Purple__Smoke_on_the_Water/,2012-10-16,"['Casual', 'Simulation']",http://steamcommunity.com/app/206095/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content']",2.99,False,206095.0,Ubisoft - San Francisco
2593,Daybreak Game Company,['Action'],PAYDAY™ The Heist,PAYDAY™ The Heist,http://store.steampowered.com/app/24240/PAYDAY_The_Heist/,2011-10-20,"['FPS', 'Action', 'Co-op', 'Heist', 'Crime', 'Multiplayer', 'Online Co-Op', 'Shooter', 'First-Person', 'Great Soundtrack', 'Team-Based', 'Difficult', 'Stealth', 'Tactical', 'Strategy', 'Singleplayer', 'Simulation', 'RPG', 'Indie', 'Adventure']",http://steamcommunity.com/app/24240/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,24240.0,OVERKILL Software
2594,Kenney,['Design &amp; Illustration'],Kenney Game Assets,Kenney Game Assets,http://store.steampowered.com/app/363550/Kenney_Game_Assets/,2015-05-08,['Design & Illustration'],http://steamcommunity.com/app/363550/reviews/?browsefilter=mostrecent&p=1,,9.99,False,363550.0,Kenney
2595,,,Carpe Lucem - Seize The Light VR,,http://store.steampowered.com/app/433700/Carpe_Lucem__Seize_The_Light_VR/,,"['Casual', 'Puzzle', 'Strategy', 'Indie', 'VR']",http://steamcommunity.com/app/433700/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support', 'Steam Workshop', 'Includes level editor', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Seated', 'Standing', 'Room-Scale']",14.99,False,433700.0,
2596,Pentagrammical Justice,"['Adventure', 'Indie', 'RPG']",On The Path - Guide to Gameplay,On The Path - Guide to Gameplay,http://store.steampowered.com/app/565400/On_The_Path__Guide_to_Gameplay/,2017-02-08,"['Adventure', 'RPG', 'Indie']",http://steamcommunity.com/app/565400/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",Free,False,565400.0,Pentagrammical Justice
2597,Trazzy Entertainment,"['Casual', 'Indie', 'Simulation']",JiPS,JiPS,http://store.steampowered.com/app/454460/JiPS/,2016-04-19,"['Indie', 'Casual', 'Puzzle', 'Simulation', 'Singleplayer', 'Family Friendly', 'Sailing', 'Great Soundtrack', 'Retro', 'Medieval', 'Cute', 'Story Rich', 'Difficult']",http://steamcommunity.com/app/454460/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2.99,False,454460.0,Trazzy Entertainment
2598,Nikolai Patrakov,"['Action', 'Adventure', 'Indie']",Unknown Battle,Unknown Battle,http://store.steampowered.com/app/443940/Unknown_Battle/,2016-03-14,"['Indie', 'Action', 'Adventure', 'FPS', 'Horror']",http://steamcommunity.com/app/443940/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards']",3.99,False,443940.0,Nikolai Patrakov
2599,THQ Nordic,"['Indie', 'Simulation', 'Strategy']",Nexus: The Jupiter Incident Soundtrack,Nexus: The Jupiter Incident Soundtrack,http://store.steampowered.com/app/444760/Nexus_The_Jupiter_Incident_Soundtrack/,2016-03-21,"['Strategy', 'Indie', 'Simulation']",http://steamcommunity.com/app/444760/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Includes level editor']",2.99,False,444760.0,"Mithis Games,THQ Nordic"
2600,,"['Casual', 'Simulation']",Rocksmith® 2014 – Linkin Park - “In The End”,Rocksmith® 2014 – Linkin Park - “In The End”,http://store.steampowered.com/app/295089/Rocksmith_2014__Linkin_Park__In_The_End/,2015-01-06,"['Casual', 'Simulation']",http://steamcommunity.com/app/295089/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,False,295089.0,Ubisoft - San Francisco
2601,,"['Casual', 'Indie', 'Simulation']",Cat Goes Fishing,Cat Goes Fishing,http://store.steampowered.com/app/343780/Cat_Goes_Fishing/,2015-01-19,"['Fishing', 'Casual', 'Indie', 'Cute', 'Simulation', 'Relaxing', 'Singleplayer', 'Arcade', 'Underwater', '2D', 'Puzzle', 'Action', 'Illuminati']",http://steamcommunity.com/app/343780/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",6.99,False,343780.0,Cat5Games
2602,"XSEED Games, Marvelous USA, Inc.",['Action'],Fate/EXTELLA,Fate/EXTELLA,http://store.steampowered.com/app/511680/FateEXTELLA/,2017-07-25,"['Anime', 'Action', 'Hack and Slash', 'Story Rich', 'Nudity', 'Great Soundtrack', 'Female Protagonist', 'Singleplayer', 'Cute', 'JRPG', 'Visual Novel', 'Fighting', 'Sexual Content']",http://steamcommunity.com/app/511680/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",49.99,False,511680.0,Marvelous Inc.
2603,Spasman Games,['Action'],Boring Man: Premium!,Boring Man: Premium!,http://store.steampowered.com/app/346170/Boring_Man_Premium/,2015-02-20,"['Action', 'Multiplayer']",http://steamcommunity.com/app/346170/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Downloadable Content']",4.99,False,346170.0,Spasman Games
2604,Individual Software,['Software Training'],Professor Teaches Excel 2016,Professor Teaches Excel 2016,http://store.steampowered.com/app/406050/Professor_Teaches_Excel_2016/,2015-09-15,"['Software Training', 'Family Friendly', 'Software', 'Education', 'Psychological Horror']",http://steamcommunity.com/app/406050/reviews/?browsefilter=mostrecent&p=1,,14.99,False,406050.0,Individual Software
2605,Individual Software,['Software Training'],Professor Teaches OneNote 2016,Professor Teaches OneNote 2016,http://store.steampowered.com/app/406830/Professor_Teaches_OneNote_2016/,2015-09-15,['Software Training'],http://steamcommunity.com/app/406830/reviews/?browsefilter=mostrecent&p=1,,14.99,False,406830.0,Individual Software
2606,Almighty Games,"['Casual', 'Indie']",Save Jesus,Save Jesus,http://store.steampowered.com/app/509220/Save_Jesus/,2016-08-04,"['Memes', 'Casual', 'Illuminati', 'Indie', 'Puzzle', 'Fantasy', 'Physics', 'Anime', 'Cold War', 'Sexual Content', 'Atmospheric', 'Singleplayer', 'Difficult', 'Funny', 'Family Friendly', 'Comedy', 'Simulation', 'Nudity', 'Strategy', 'Story Rich']",http://steamcommunity.com/app/509220/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",1.99,False,509220.0,Almighty Games
2607,Quiet River,"['Casual', 'Indie']",Zup!,Zup!,http://store.steampowered.com/app/533300/Zup/,2016-10-04,"['Casual', 'Indie', 'Puzzle', 'Physics', 'Minimalist', 'Short', 'Relaxing', '2D', 'Singleplayer']",http://steamcommunity.com/app/533300/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",0.99,False,533300.0,Quiet River
2608,Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Millennium 4 - Beyond Sunset,Millennium 4 - Beyond Sunset,http://store.steampowered.com/app/298840/Millennium_4__Beyond_Sunset/,2014-09-19,"['RPG', 'Indie', 'Adventure', 'Female Protagonist', 'RPGMaker', 'Casual', 'JRPG', 'Exploration', 'Replay Value', 'Great Soundtrack', 'Story Rich', 'Episodic']",http://steamcommunity.com/app/298840/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",5.99,False,298840.0,Aldorlea Games
2609,,,Gnomelings: Migration,,http://store.steampowered.com/app/610090/Gnomelings_Migration/,,"['Early Access', 'Casual', 'Action', 'Simulation', 'Strategy', 'VR']",http://steamcommunity.com/app/610090/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']",4.99,True,610090.0,
2610,Capcom,['Action'],USFIV: Classic Vacation Pack,USFIV: Classic Vacation Pack,http://store.steampowered.com/app/308264/USFIV_Classic_Vacation_Pack/,2014-08-11,['Action'],http://steamcommunity.com/app/308264/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",3.99,False,308264.0,Capcom
2611,1C Company,['Strategy'],Cuban Missile Crisis,Cuban Missile Crisis,http://store.steampowered.com/app/356270/Cuban_Missile_Crisis/,2005-05-06,"['Strategy', 'RTS', 'Cold War']",http://steamcommunity.com/app/356270/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Cloud']",4.99,False,356270.0,G5 Software
2612,Shortbreak Studios s.c.,"['Casual', 'Strategy']",Heal Them All,Heal Them All,http://store.steampowered.com/app/408880/Heal_Them_All/,2016-03-08,"['Casual', 'Strategy', 'Tower Defense']",http://steamcommunity.com/app/408880/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",7.99,False,408880.0,Shortbreak Studios s.c.
2613,Diablohead,"['Action', 'Adventure', 'Indie', 'Early Access']",Nakiti Generations,Nakiti Generations,http://store.steampowered.com/app/512120/Nakiti_Generations/,2017-12-14,"['Early Access', 'Action', 'Adventure', 'Indie', 'Metroidvania', 'Female Protagonist']",http://steamcommunity.com/app/512120/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Partial Controller Support']",6.99,True,512120.0,Diablohead
2614,Big Fish Games,"['Adventure', 'Casual']",Haunted Legends: The Bronze Horseman Collector's Edition,Haunted Legends: The Bronze Horseman Collector's Edition,http://store.steampowered.com/app/623460/Haunted_Legends_The_Bronze_Horseman_Collectors_Edition/,2017-04-21,"['Adventure', 'Casual', 'Hidden Object']",http://steamcommunity.com/app/623460/reviews/?browsefilter=mostrecent&p=1,['Single-player'],9.99,False,623460.0,ERS G Studios
2615,Arc System Works,['Action'],GGXrd Extra Color Palettes - SLAYER,GGXrd Extra Color Palettes - SLAYER,http://store.steampowered.com/app/419960/GGXrd_Extra_Color_Palettes__SLAYER/,2015-12-09,['Action'],http://steamcommunity.com/app/419960/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,419960.0,Arc System Works
2616,Everook,"['Indie', 'Strategy']",Epitaph,Epitaph,http://store.steampowered.com/app/582460/Epitaph/,When it is finished,"['Indie', 'Strategy']",http://steamcommunity.com/app/582460/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Full controller support']",,False,582460.0,Everook
2617,One-bit Punch,"['Action', 'Indie']",Shadowcrypt,Shadowcrypt,http://store.steampowered.com/app/316810/Shadowcrypt/,2014-07-07,"['Action', 'Indie', 'Platformer', 'Dungeon Crawler', '2D', 'Pixel Graphics']",http://steamcommunity.com/app/316810/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,False,316810.0,One-bit Punch
2618,,['Action'],Castle of Shikigami 式神の城 - Evolution,Castle of Shikigami 式神の城 - Evolution,http://store.steampowered.com/app/675390/Castle_of_Shikigami___Evolution/,2017-10-26,['Action'],http://steamcommunity.com/app/675390/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",4.99,False,675390.0,"Cosmo Machia,Alfa System"
2619,Joshua Missile,"['Adventure', 'Casual', 'Indie', 'RPG']",The Amber Throne,The Amber Throne,http://store.steampowered.com/app/382380/The_Amber_Throne/,2015-07-06,"['RPG', 'Adventure', 'RPGMaker', 'Female Protagonist', 'Indie', 'Casual', 'Turn-Based', 'Singleplayer', 'JRPG', 'Hand-drawn', 'Fantasy', 'Story Rich', '2D', 'Atmospheric', 'Retro', 'Anime']",http://steamcommunity.com/app/382380/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,382380.0,Joshua Missile
2620,Pixel Guy,['Action'],ELE BLAZE,ELE BLAZE,http://store.steampowered.com/app/719370/ELE_BLAZE/,2017-10-10,"['Action', 'Female Protagonist', 'Singleplayer', 'Adventure', 'Side Scroller', 'Cute', 'Anime']",http://steamcommunity.com/app/719370/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",3.99,False,719370.0,Pixel Guy
2621,Eagle Dynamics SA,['Simulation'],DCS: Normandy 1944 Map,DCS: Normandy 1944 Map,http://store.steampowered.com/app/684850/DCS_Normandy_1944_Map/,2017-11-23,['Simulation'],http://steamcommunity.com/app/684850/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Captions available', 'Partial Controller Support', 'Includes level editor']",44.99,False,684850.0,"Eagle Dynamics SA,UGRA-Media"
2622,"WolfShipGames Co., Ltd.","['Action', 'Strategy']",Battleship Lonewolf,Battleship Lonewolf,http://store.steampowered.com/app/732470/Battleship_Lonewolf/,2017-11-23,"['Action', 'Strategy', 'Space', 'Indie', 'Sci-fi']",http://steamcommunity.com/app/732470/reviews/?browsefilter=mostrecent&p=1,['Single-player'],7.99,False,732470.0,"WolfShipGames Co., Ltd."
2623,Rooster Teeth Games,"['Action', 'Adventure', 'Indie']",Angry Video Game Nerd Adventures - Soundtrack,Angry Video Game Nerd Adventures - Soundtrack,http://store.steampowered.com/app/409750/Angry_Video_Game_Nerd_Adventures__Soundtrack/,2016-06-20,"['Action', 'Adventure', 'Indie']",http://steamcommunity.com/app/409750/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2.99,False,409750.0,FreakZone Games
2624,Sergej110,"['Casual', 'Indie']",Good Archer,Good Archer,http://store.steampowered.com/app/602990/Good_Archer/,2017-03-09,"['Casual', 'Indie', 'Adventure', 'Comedy']",http://steamcommunity.com/app/602990/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",1.99,False,602990.0,Sergej110
2625,Dovetail Games,['Simulation'],FSX Steam Edition: TerraFlora Add-On,FSX Steam Edition: TerraFlora Add-On,http://store.steampowered.com/app/643685/FSX_Steam_Edition_TerraFlora_AddOn/,2017-12-20,['Simulation'],http://steamcommunity.com/app/643685/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']",29.99,False,643685.0,Turbulent Designs
2626,,,XLR,,http://store.steampowered.com/app/447100/XLR/,,"['Early Access', 'Action', 'Indie', 'Strategy', 'Simulation', 'VR']",http://steamcommunity.com/app/447100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'HTC Vive', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']",4.99,True,447100.0,
2627,Indie,"['Adventure', 'Indie', 'RPG', 'Strategy']",Hawks Tactical,Hawks Tactical,http://store.steampowered.com/app/571550/Hawks_Tactical/,2017-01-02,"['Adventure', 'RPG', 'Indie', 'Strategy', 'RPGMaker']",http://steamcommunity.com/app/571550/reviews/?browsefilter=mostrecent&p=1,['Single-player'],3.99,False,571550.0,LYS
2628,,,SLIVER.tv,,http://store.steampowered.com/app/525100/SLIVERtv/,,"['Utilities', 'Video Production', 'VR']",http://steamcommunity.com/app/525100/reviews/?browsefilter=mostrecent&p=1,"['HTC Vive', 'Tracked Motion Controllers', 'Seated', 'Standing']",Free,False,525100.0,
2629,Cybertime System,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",sZone - Evil Rabbit,sZone - Evil Rabbit,http://store.steampowered.com/app/572930/sZone__Evil_Rabbit/,2016-12-23,"['Action', 'Free to Play', 'RPG', 'Massively Multiplayer']",http://steamcommunity.com/app/572930/reviews/?browsefilter=mostrecent&p=1,"['MMO', 'Co-op', 'Downloadable Content']",5.99,False,572930.0,Cybertime System
2630,Applava,"['Action', 'Indie', 'Early Access']",Blazing Beaks,Blazing Beaks,http://store.steampowered.com/app/585710/Blazing_Beaks/,2017-11-15,"['Early Access', 'Indie', 'Action', 'Rogue-like', 'Rogue-lite', 'Twin Stick Shooter', 'Top-Down Shooter', 'Pixel Graphics', ""Shoot 'Em Up""]",http://steamcommunity.com/app/585710/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']",9.99,True,585710.0,Applava
2631,"Full Control, THQ Nordic","['Indie', 'RPG', 'Strategy']",Jagged Alliance Flashback,Jagged Alliance Flashback,http://store.steampowered.com/app/256010/Jagged_Alliance_Flashback/,2014-10-21,"['Strategy', 'Turn-Based', 'RPG', 'Tactical', 'Indie', 'Turn-Based Strategy', 'Action', 'Singleplayer', 'Kickstarter', 'Isometric', 'Adventure']",http://steamcommunity.com/app/256010/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",19.99,False,256010.0,Full Control
2632,Capcom,['Action'],Marvel vs. Capcom: Infinite - Special Zero Costume,Marvel vs. Capcom: Infinite - Special Zero Costume,http://store.steampowered.com/app/721145/Marvel_vs_Capcom_Infinite__Special_Zero_Costume/,2017-12-05,['Action'],http://steamcommunity.com/app/721145/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",3.99,False,721145.0,Capcom
2633,,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Fifth Edition Foes,Fantasy Grounds - 5E: Fifth Edition Foes,http://store.steampowered.com/app/460010/Fantasy_Grounds__5E_Fifth_Edition_Foes/,2016-04-04,"['Indie', 'RPG', 'Strategy']",http://steamcommunity.com/app/460010/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",19.99,False,460010.0,"SmiteWorks USA, LLC"
2634,Alexandr Shvab,['Adventure'],NoserLand,NoserLand,http://store.steampowered.com/app/678250/NoserLand/,2017-07-11,['Adventure'],http://steamcommunity.com/app/678250/reviews/?browsefilter=mostrecent&p=1,['Single-player'],,False,678250.0,Alexandr Shvab
2635,Jungle Coworking,"['Casual', 'Indie']",Queen of Seas,Queen of Seas,http://store.steampowered.com/app/575580/Queen_of_Seas/,2017-02-02,"['Casual', 'Indie', 'Platformer']",http://steamcommunity.com/app/575580/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",0.99,False,575580.0,Uruca Game Studio
2636,Bethesda Softworks,['RPG'],Fallout 4 Vault-Tec Workshop,Fallout 4 Vault-Tec Workshop,http://store.steampowered.com/app/480631/Fallout_4_VaultTec_Workshop/,2016-07-25,"['RPG', 'Base Building', 'Post-apocalyptic', 'Singleplayer', 'Open World', 'Atmospheric', 'Sci-fi', 'Survival']",http://steamcommunity.com/app/480631/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",4.99,False,480631.0,Bethesda Game Studios
2637,Cobra Mobile,"['Casual', 'Indie', 'Strategy']",iBomber Defense Pacific,iBomber Defense Pacific,http://store.steampowered.com/app/206690/iBomber_Defense_Pacific/,2012-03-01,"['Tower Defense', 'Strategy', 'Casual', 'Indie', 'World War II']",http://steamcommunity.com/app/206690/reviews/?browsefilter=mostrecent&p=1,['Single-player'],4.99,False,206690.0,Cobra Mobile
2638,,"['Casual', 'Indie']",Goo Tunes (Super Goo Goo OST),Goo Tunes (Super Goo Goo OST),http://store.steampowered.com/app/364180/Goo_Tunes_Super_Goo_Goo_OST/,2015-04-16,"['Indie', 'Casual']",http://steamcommunity.com/app/364180/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",0.99,False,364180.0,
2639,Vitaly Titov,"['Adventure', 'Indie', 'Racing', 'Simulation', 'Early Access']",Desert Craft,Desert Craft,http://store.steampowered.com/app/719830/Desert_Craft/,2017-10-31,"['Early Access', 'Adventure', 'Indie', 'Simulation', 'Racing']",http://steamcommunity.com/app/719830/reviews/?browsefilter=mostrecent&p=1,['Single-player'],6.99,True,719830.0,Vitaly Titov
2640,RCMADIAX,"['Casual', 'Indie']",BLOK DROP NEO,BLOK DROP NEO,http://store.steampowered.com/app/722680/BLOK_DROP_NEO/,2017-10-18,"['Indie', 'Casual']",http://steamcommunity.com/app/722680/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements']",2.99,False,722680.0,RCMADIAX
2641,SEGA,['Action'],"Warhammer 40,000: Space Marine - Power Sword","Warhammer 40,000: Space Marine - Power Sword",http://store.steampowered.com/app/55345/Warhammer_40000_Space_Marine__Power_Sword/,2012-02-07,['Action'],http://steamcommunity.com/app/55345/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']",2.99,False,55345.0,Relic
2642,DiezelPower,"['Action', 'Indie']",Nation Red,Nation Red,http://store.steampowered.com/app/39800/Nation_Red/,2010-08-23,"['Zombies', 'Action', 'Indie', 'Top-Down Shooter', 'Online Co-Op', 'Twin Stick Shooter', 'Survival', 'Local Co-Op', 'Co-op', 'Top-Down', 'Gore', 'Arcade', '4 Player Local', 'Multiplayer', ""Shoot 'Em Up"", 'Horror']",http://steamcommunity.com/app/39800/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,39800.0,DiezelPower
2643,Arc System Works,['Action'],GGXrdR System Voice Pack,GGXrdR System Voice Pack,http://store.steampowered.com/app/550333/GGXrdR_System_Voice_Pack/,2016-12-14,['Action'],http://steamcommunity.com/app/550333/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support', 'Steam Cloud']",11.99,False,550333.0,Arc System Works
