release_date,developer,price
2015-09-28,8D Studio,1.0
2015-09-28,"id Software,David Gow,Nightdive Studios,Hard Disk Publishing",4.99
2015-09-28,"inkle Ltd,Cape Guy Ltd",9.99
2015-09-28,Graviteam,9.99
2015-09-24,Colossal Order Ltd.,14.99
2012-04-01,Lazy Turtle Games,6.99
2015-09-24,"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén",24.99
2015-09-24,Cliffhanger Productions,9.99
2015-09-24,Square Enix,15.99
2015-09-24,Nerdook Productions,5.99
2015-09-24,Hunter Hamster,4.99
2015-09-24,Spilt Milk Studios Ltd,9.99
2015-09-24,Gambrinous,4.99
2015-09-22,Davioware and Quazi,14.99
2015-09-18,Husky Swim Team,1.99
2015-09-22,phime studio LLC,0.99
2015-09-22,"KOEI TECMO GAMES CO., LTD.",7.99
2015-09-08,Hammerfall Publishing,2.99
2015-09-22,Self Made Miracle,9.99
2015-09-22,Self Made Miracle,
2015-09-18,BSK Games,1.99
2015-09-22,Cyanide Studios,19.99
2015-09-22,Studios iLLOGIKA,12.99
2015-09-22,Ubisoft - San Francisco,2.99
2013-07-23,Alder Games,6.99
2015-09-22,Ubisoft - San Francisco,7.99
2015-09-07,Team Eleven Eleven,Free to Play
2015-09-22,YGGDRASIL STUDIO,
2015-09-23,Aerosoft GmbH,19.99
2015-09-23,Witch Beam,9.99
2015-09-23,Test Pilot,9.99
2015-09-23,TML-Studios,4.99
2015-09-23,Mommy's Best Games,4.99
2015-09-17,AlPixel Games,4.99
2015-09-23,IBOLOGY LLC,4.99
2015-09-23,Mommy's Best Games,3.99
2015-09-23,Mommy's Best Games,3.99
2015-09-23,Cheritz,9.99
2015-09-23,Mommy's Best Games,2.99
2015-09-22,Punk Games Studio,0.99
2015-09-23,Golden Ruby Games,12.99
2015-09-23,CAT IN JAR GAMES,Free to Play
2015-09-23,Ross Edgar,4.99
2011-09-27,Alawar Entertainment,4.99
2013-05-02,Alawar Entertainment,4.99
2015-09-18,Digital Melody,0.99
2015-09-18,Sam L Jones,1.99
2015-09-18,Duct Tape Games,4.99
2015-09-18,Aldorlea Games,4.99
2015-09-18,Cowboy Color,9.99
2015-09-18,Qute,14.99
2015-09-18,Qute,4.99
2015-09-18,Qute,4.99
2015-09-18,Hipix Studio,1.99
2015-09-21,Ross Edgar,
2015-09-21,Render System,8.99
2015-09-15,"Nathan Archer,Luke Brown,Dan Kramer",4.99
2015-09-05,Killer Teapot Games,1.99
2015-09-16,NIGORO,14.99
2015-09-16,Great War Team,4.99
2015-09-16,Jack Dolabany,2.99
2015-09-16,Skyshine Games,19.99
2015-09-11,BlueLine Games,Free to Play
2015-09-11,Twelve Games,9.99
2015-09-11,ninjalex,2.99
2012-09-06,Anvate Games,0.99
2015-09-14,K Monkey,8.99
2015-09-14,YGGDRASIL STUDIO,4.99
2015-09-11,Aldorlea Games,2.99
2015-09-09,Mandlebar,
2015-09-14,Winged Pixel Inc.,
2015-06-17,SimaGames,4.99
2015-09-15,Tortuga Team,6.99
2015-09-14,WarGirl Games,
2015-09-14,Lemon Moose,4.99
,,9.99
2015-09-14,Ape Law,9.99
2015-09-15,Icarus Development Team,24.99
2015-09-15,Orbx,19.99
2015-09-15,Paradox Arctic,4.99
2015-09-15,Paradox Arctic,3.99
2015-09-15,SuperVillain Studios,Free to Play
2015-09-15,"SmiteWorks USA, LLC",24.99
2015-09-15,Dlala Studios,12.99
2015-09-11,Pixel Bones Studio,2.99
2015-09-11,Elder Games,4.99
2015-09-11,Elder Games,4.99
2015-09-15,ProjectorGames,4.99
2008-08-01,,1.99
2015-08-28,"KOEI TECMO GAMES CO., LTD.",11.99
2007-02-01,,1.99
2010-08-01,,0.99
2015-09-11,DreamsSoftGames,3.99
2015-09-11,Obscure Cloud,2.99
2015-09-08,Star Gem Inc.,24.99
2015-09-08,Star Gem Inc.,24.99
2015-09-08,Star Gem Inc.,29.99
2015-09-08,Star Gem Inc.,18.99
2015-09-08,Denis Lapiner,8.99
2015-09-09,Two Desperados,7.99
2015-03-24,Fivang,2.99
2015-08-10,MDNA Games,11.99
2015-09-09,Klonk Games,
2015-09-09,TakeFlight Interactive,16.99
2015-09-09,A2A Simulations,39.99
2015-09-09,Milestone S.r.l.,5.99
2015-09-09,Milestone S.r.l.,14.99
2015-09-09,Milestone S.r.l.,5.99
2015-09-09,Asteroid Base,14.99
2015-09-09,Golden Gear Games,0.49
2015-09-09,Kraftix Games,3.99
2015-09-09,Kraftix Games,5.99
2015-09-10,Milestone S.r.l.,3.99
2015-09-10,Triangle Studios,8.99
2015-09-10,Triangle Studios,2.99
2015-09-10,Triangle Studios,0.99
2015-09-10,Triangle Studios,3.99
2015-09-08,Ubisoft - San Francisco,7.99
2015-09-08,Ubisoft - San Francisco,2.99
2015-09-08,ALICE IN DISSONANCE,14.99
2015-09-08,Hammerfall Publishing,14.99
2015-09-08,OMNIDREAM CREATIONS SRL,
2015-09-08,White Noise Wave,3.99
2015-09-08,TURBOGUN,4.99
2015-09-09,Kenny Sun,4.99
2015-09-09,"Jack Fay,Jim Fay",3.99
2015-09-08,Star Gem Inc.,24.99
2015-09-02,marbenx,0.99
2015-09-02,Eugen Systems,29.99
2015-09-02,Dovetail Games,19.99
2015-09-02,Ronimo Games,7.99
2015-08-21,Frostcloud Studios,10.99
2015-09-02,Ronimo Games,4.99
2015-09-02,AMPLITUDE Studios,12.99
2015-09-02,MDNA Games,
2015-09-04,WhackAKey Games,0.99
2015-09-02,LightsoutGames,0.99
2015-09-02,League of Geeks,9.99
2015-09-02,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",12.99
2015-09-03,"Moss Co., Ltd.",14.99
2015-09-03,Plain Concepts Corp,1.99
2010-10-14,Baller Industries,2.99
2015-09-02,"ApathyWorks, LLC",2.99
2015-09-04,"Buff Studio Co.,Ltd.",2.99
2015-09-03,Rhema Group,2.99
2015-09-03,Aerosoft GmbH,19.99
2015-09-03,Speelbaars,12.99
2015-09-03,Grey Dog Software,19.99
2015-08-11,storm_sharks,2.99
2015-09-04,"ZXDigital Ltd,Polyquest Games",6.99
2015-09-04,HB Studios,29.99
2015-09-04,Cleverweek,0.99
2015-09-04,NLB project,1.99
2015-09-04,Omega Point Games,4.99
2014-11-18,Clewcat Games,4.99
2015-09-04,Cleverweek,2.99
2015-09-04,Entity Medialab,4.99
2015-09-04,Choice of Games,6.99
2015-09-04,Choice of Games,
2015-09-04,Rake in Grass,11.99
2015-09-04,DQ Team,4.99
2015-09-04,Warfare Studios,6.99
2015-09-07,Phanom Games,1.99
2015-09-07,Crank Goblin,4.99
2015-09-19,"dimecoin,Bestow",2.99
2015-09-03,Speelbaars,4.99
2015-09-03,Physmo,8.99
,,11.99
2015-09-03,Hörberg Productions,2.99
2015-09-03,Rodaja,4.99
2004-08-01,Enlight Software Limited,6.99
2004-02-07,Enlight Software Limited,6.99
1994-01-01,"Flashpoint Studios,Nightdive Studios",9.99
2004-08-01,Enlight Software Limited,6.99
2015-09-03,"Sledgehammer Games,Raven Software",14.99
2015-09-02,Ronimo Games,2.99
,,Free to Play
2015-09-01,"Lucas Molina,Morvan",4.99
2015-09-07,Chocoarts,4.99
2015-09-01,Skobbejak Games,3.99
2015-09-01,Fun Infused Games,1.99
2015-09-01,League of Geeks,19.99
2015-09-01,Ubisoft - San Francisco,2.99
2015-09-01,Ubisoft - San Francisco,2.99
2015-09-01,Ubisoft - San Francisco,2.99
2015-08-28,Myra D'Ann,1.99
2015-08-28,"INTI CREATES CO., LTD.",14.99
2015-08-28,"Jurlo,JetPackGone",2.99
2015-08-28,"INTI CREATES CO., LTD.",9.99
2015-08-28,Labyrinthine,2.99
2015-08-28,"INTI CREATES CO., LTD.",9.99
2015-08-28,Enitvare,4.99
2015-08-28,Shorebound Studios,
2015-08-28,Warfare Studios,6.99
2015-08-29,TechSmith Corporation,
2007-05-29,Studio Eres,9.99
2015-08-31,Vladimir Kudelka,9.99
2015-08-31,Markus Fick,9.99
2015-08-31,Tisnart,2.99
2015-08-31,TBDTS Games,4.99
2015-09-01,Razvan,0.99
2015-08-20,Ivanovich Games,5.99
2015-08-31,Xiotex Studios Ltd,3.99
2015-08-31,THE BROTHERHOOD,19.99
2015-08-31,"Bradley Elam,Colton Bone",1.99
2015-04-28,Garage Monkey Studio,3.99
2015-08-27,Ginger Labs LLC,4.99
Aug 2015,Bloodshadow Games,0.99
2015-08-27,Eforb,Free to Play
2015-08-28,5 Lives Studios,29.99
2015-08-25,SMG Studio,2.99
2015-08-28,Underdog Games,Free to Play
2015-08-28,Parabox Games,4.99
2015-08-28,Puzzle Lab,2.99
2015-08-28,Guru Games,
2015-08-27,Crimson Owl Studios,12.99
2015-08-28,SimProse Studios,1.99
2015-08-28,Confused Genius,2.99
2015-07-14,"gord10,Aslan Game Studio",Free to Play
2015-08-24,Scorpius Games,9.99
2015-08-24,"GAME ARTS Co., Ltd.,SkyBox Labs",19.99
2015-08-24,Skatanic Studios,
2015-08-24,NMS Software,4.99
2015-08-24,Leadwerks Software,Free to Play
2015-08-24,Messhof,6.99
,,24.99
2015-08-24,Sonic Sloth,5.99
2015-08-24,Zoo Corporation,4.99
2015-08-24,Capcom,14.99
2015-08-25,Gameware Studios,0.99
2015-08-24,Dingaling,4.99
2015-08-25,Might and Delight,4.99
2015-08-25,Obsidian Entertainment,14.99
2015-08-25,Shiro Games,19.99
2015-08-25,Shiro Games,6.99
2015-08-25,Funktronic Labs,8.99
2015-08-25,TRI.G,0.99
2015-08-25,"Pinokl Games,Kverta",12.89
2015-08-25,Lightning Man Media,1.99
2015-08-25,Neon Deity Games,9.99
2015-08-25,Longbow Games,29.99
2015-08-25,Ubisoft - San Francisco,2.99
2015-08-25,Skilltree Studios,9.99
2015-08-25,klobit LLC,4.99
2015-08-25,Hexdragonal Games,Free to Play
2015-08-25,Ubisoft - San Francisco,2.99
2015-08-25,WARTEAM,Free to Play
2015-08-25,Ubisoft - San Francisco,2.99
2015-08-25,Ubisoft - San Francisco,7.99
2015-08-25,"Idea Factory,Design Factory",29.99
2015-08-25,"mamoniem,Owlnight",4.99
2015-08-25,Seattletek,18.99
2015-08-20,MK-ULTRA Games,9.99
2015-08-20,Harebrained Schemes,19.99
2015-08-20,Maggie McLean,3.99
2015-08-20,The Light Sword Team,3.99
2015-08-20,The Light Sword Team,0.99
2015-08-20,The Light Sword Team,
2015-08-20,Iced Lizard Games,2.99
2015-12-01,Fingertip Games UK,2.99
2015-08-20,BrainDead Games,9.99
2015-08-20,5 Lives Studios,7.99
2015-08-20,5 Lives Studios,3.99
2015-08-21,Roland Studios,10.99
2015-08-21,Rotten Mage,
2015-08-21,Adam Mowery,4.99
2015-08-21,Alawar Entertainment,19.99
2015-08-21,Protomni Multimedia,2.99
2015-08-21,Vogelsap,16.99
2015-08-21,Gentlymad,11.99
2015-08-21,"Jsmael Stieger,Manuel Stieger,Andreas Stieger",0.99
2015-08-20,Harebrained Schemes,9.99
2015-08-21,Gentlymad,5.99
2015-08-21,FarSight Studios,14.99
2015-08-21,CAVYHOUSE,9.99
2015-08-21,FarSight Studios,19.99
2015-08-21,Gentlymad,
2015-08-21,Bigosaur,9.99
2015-08-21,Evil Aliens,14.99
2015-08-21,Metalhead Software Inc.,19.99
2015-08-21,Reminisce,9.99
2013-01-25,Flump Studios,0.99
2015-08-21,Kinahmi Games,7.99
2015-08-21,David Newton,
2015-08-21,Choice of Games,3.99
2015-08-21,Choice of Games,0.99
2015-08-20,Trazzy Entertainment,
2015-08-20,Trazzy Entertainment,
2015-08-20,Elev8 Games,2.99
2015-08-20,Creative Rail,24.99
2015-08-20,Dovetail Games,19.99
2015-08-20,Dovetail Games,4.99
2015-08-20,Funatics Software,7.99
2015-08-20,Stone Monkey Studios,9.99
2015-08-20,Stone Monkey Studios,
2015-08-20,Reload Games Studio,9.99
2015-08-14,Red Katana,9.99
2005-11-05,,Free
2015-08-14,Red Katana,4.99
2015-08-14,Webfoot,9.99
2014-08-14,Erdem Sen,1.99
2015-08-14,BurstRay Games,7.99
2015-08-14,BurstRay Games,2.99
2015-08-14,SoftStar,Free
2015-08-14,VoidDev,2.99
2015-08-14,SoftStar,
2015-08-14,ZigZag Soft,4.99
2015-08-14,Jaybot7,7.99
2015-08-14,Yal,9.99
2015-08-14,"Robert Bonner,Jack Hanley,Ben Rawles,Boris Blosse",24.99
2015-08-14,BattleByte,14.99
2015-08-17,Sergey Bobrov,8.99
2015-08-17,Killmonday Games HB,
2015-08-17,Homemade Games,6.99
2015-08-17,iEntertainment Network Inc,14.99
2015-08-17,Black Lime Studio,0.99
2015-04-06,Pixelz Games,9.99
2015-08-17,Zero Dollarz,0.99
2015-08-17,Smoking WOLF,6.49
2015-09-09,Kenny Sun,
2015-08-17,Crafty Studios,
2015-08-17,Michael Flynn,4.99
2015-08-17,AuraLab,
2015-08-18,Bithell Games,3.99
2015-08-18,Bithell Games,19.99
2015-08-18,Bithell Games,10.99
2015-08-18,Marxnet,Free to Play
2015-08-18,"Edmund McMillen,James Id",1.87
2015-08-13,"Byzantine Games,The Lordz Games Studio",39.99
2015-05-22,Skobbejak Games,
2015-08-13,A Stranger Gravity,4.99
2015-08-13,NAMI TENTOU,4.99
2015-08-13,A Stranger Gravity,4.99
2015-04-20,Craze Creative Studios,3.99
2015-08-13,Walter Machado,0.99
2015-08-13,Skilltree Studios,
2015-08-13,Chicago &amp; Southwest Productions,39.99
2015-08-11,Ubisoft - San Francisco,2.99
2015-08-11,Stardock Entertainment,3.99
2015-08-11,"Tiger and Squid,Team17 Digital Ltd",14.99
2015-08-05,Really Slick,
2015-08-11,DDD Wares,10.99
2015-08-05,Space Wedgie,
2015-08-06,Digital Train Model,19.99
2015-08-11,Ubisoft - San Francisco,9.99
2015-08-06,Milepost Simulations,39.99
2015-08-06,Realmforge Studios,3.99
2006-08-29,Trickster Games,4.99
2015-04-02,OMNIDREAM CREATIONS,9.99
2015-08-06,Bread Vision Studios LLC.,3.99
2015-08-06,Tiger Style,9.99
2015-08-06,Tiger Style,4.99
2014-08-10,,1.99
2010-06-22,Vertigo Gaming Inc.,4.99
2014-10-01,,1.99
2014-02-15,TaxSoft,7.99
2015-08-11,Winged Cloud,0.99
2015-08-11,Winged Cloud,0.99
2015-08-11,Winged Cloud,0.99
2015-08-11,Winged Cloud,0.99
2015-08-11,Winged Cloud,1.99
2015-08-11,Winged Cloud,0.99
2015-08-11,Winged Cloud,0.99
2015-08-11,Winged Cloud,1.99
2015-08-11,"Colin Sanders,Jason RT Bond",4.99
2008-09-19,1C Company,4.99
2015-08-11,TernGame,Free
2015-08-11,David Newton,7.99
2015-08-12,Serious Games Interactive,2.99
2015-08-12,Full Control,7.99
2015-08-12,Great Northerner,4.99
2015-08-12,"Signal Studios,Krome Studios",4.99
2015-08-12,"Signal Studios,Krome Studios",4.99
2015-08-12,"Signal Studios,Krome Studios",14.99
2015-08-12,"Signal Studios,Krome Studios",4.99
2015-08-06,Kristen Cheely,2.99
2015-08-06,,14.99
2015-08-07,United Independent Entertainment GmbH,4.99
2015-08-07,Pwnee Studios,9.99
2015-08-07,United Independent Entertainment GmbH,4.99
2015-08-07,Jon Harwood Creations LLC,3.99
2015-08-04,,0.99
2015-08-07,"Jetdogs Studios,Zoom Out Games",2.99
2015-08-07,ACQUIRE Corp.,
2015-08-07,Kazakov Oleg,0.99
2015-08-07,Warfare Studios,9.99
2015-08-05,Wulo Games,0.99
2015-08-05,Lost Spell,9.99
2015-08-05,Fastermind Games,14.99
2015-08-04,,0.99
2015-08-04,,0.99
2015-08-04,,0.99
2015-08-04,,0.99
2015-08-04,,0.99
2015-08-05,Bacon Bandit Games,7.99
2015-07-31,HyperSloth,8.99
2015-07-31,"HyperSloth,Norman Legies",3.99
2015-07-31,Herrero Games,0.99
2015-06-26,Nordic Legacy,7.99
2015-07-31,Chasing Carrots,9.99
2014-10-14,,1.99
2015-07-31,Access Games,2.99
2015-07-31,Access Games,2.99
2015-07-31,Jardel Elias,3.99
2015-07-31,Anarchy Interactive,2.99
2015-07-31,Aldorlea Games,5.99
2015-07-31,Wild Wolf Std,19.99
2015-07-31,Access Games,2.99
2015-07-31,Andrii Vintsevych,3.99
2015-05-15,,1.99
2015-07-31,EpicHouse Studios LLC,
2015-08-03,Black Lime Studio,0.99
When it's done!,Jamhammer Games Inc.,
2015-08-03,Synter Games,1.99
2015-08-03,InvertMouse,5.99
2015-08-03,InvertMouse,
2015-08-03,InvertMouse,2.99
2015-08-03,InvertMouse,2.99
2015-08-03,,2.99
2015-08-03,Vertigo Games,9.99
2011-02-10,WRF Studios,4.99
2014-03-20,David Szymanski,Free
2015-08-03,Q-Games Ltd.,9.99
2015-04-23,Adam Tarnowski,0.99
2015-08-03,Great Northerner,4.99
2015-08-03,Great Northerner,4.99
2014-08-12,,1.99
2015-07-30,iconical Ltd.,5.99
2014-03-11,roseVeRte,14.99
2015-07-31,GG-Works,3.99
2015-07-30,Digitalmindsoft,14.99
2015-01-11,,1.99
2015-07-30,quad games,0.99
2017-02-02,Galaxy Gate,Free
2014-12-10,,1.99
2015-07-30,"Machineman1357,Phanom Games",4.99
2016-10-30,JhonGames,3.99
,,9.99
2015-07-30,Russpuppy,1.99
2015-07-27,Flippfly LLC,1.99
2015-07-27,Never Don't Play,
2015-07-27,Never Don't Play,2.99
2015-07-24,Urbanscan,4.99
2015-07-27,Wild Wolf Std,17.99
2015-07-27,Animation Catalyst,1.99
2015-07-27,"Kaiko,Neon Studios",19.99
2015-07-28,Evergreen,12.99
2015-07-14,Individual Software,9.99
2015-07-27,Zoo Corporation,4.99
2015-07-27,"DONTNOD ENTERTAINMENT,Feral Interactive (Mac),Feral Interactive (Linux)",19.99
2014-04-03,"Sports Mogul, Inc.",
2015-07-27,Lag Studios,9.99
2000-11-03,"Infogrames Entertainment SA,Gremlin Interactive",4.99
2015-07-27,Wicked Witch Software,
2011-10-13,Orator Games,3.99
2015-07-28,Subworld,9.99
2015-07-28,Virtual Racing Industries Ltd.,99.99
2015-07-28,Just Flight,19.99
2015-07-28,KC Flight Shop,19.99
2015-07-28,SCS Software,1.99
2015-07-28,Lag Studios,Free to Play
2015-07-28,Ubisoft - San Francisco,11.99
2015-07-28,2DEngine,3.99
2015-07-28,Denneko Yuugi,12.99
2014-03-20,Vision Riders Entertainment,9.99
2017-07-05,Sunside Inc,14.99
2015-07-29,Wild Wolf Std,14.99
2015-07-29,weltenbauer. Software Entwicklung GmbH,3.99
2015-07-29,"Funselektor Labs Inc.,FlippFly",11.99
2015-07-29,Freakinware Studios,Free to Play
2013-10-04,Rainbow Games,3.99
2015-07-29,Flatline games,
2015-07-29,Game Studio 78,9.99
2015-07-29,Radiangames,4.99
2015-08-01,La Moustache Studio,
2015-07-29,Stainless Games Ltd.,Free to Play
2014-07-10,,1.99
2013-10-10,,1.99
2015-07-29,Frontwing,19.99
2015-07-29,Individual Software,14.99
2014-11-14,,1.99
2015-07-28,Size Five Games,14.99
2015-04-11,"Toyman Interactive,Alawar Entertainment",
2015-07-10,Candlelight Studios,3.99
2015-07-28,Puny Human,6.99
2015-07-28,"Argonauts Interactive,Collectif Nemoïd",9.99
2015-07-28,"Upper One Games,E-Line Media",3.99
2015-07-28,The Odd Gentlemen,24.99
2015-07-28,"A Sharp, LLC",11.99
2015-07-28,Goatee Games,19.99
2015-07-28,Tangrin Entertainment,19.99
2015-07-28,The Odd Gentlemen,24.99
2015-07-24,A Crowd of Monsters,6.99
2011-12-01,Big Fat Simulations Inc.,9.99
2015-07-24,Kronosaur Productions,
2015-07-24,Acquire Corp.,3.99
2015-07-24,HCP Games,1.99
2015-07-24,RosePortal Games,2.99
2015-07-24,ZeroBit Games,12.99
2015-07-24,Kronosaur Productions,8.99
2015-07-21,"KOEI TECMO GAMES CO., LTD.",20.99
2015-07-22,Appsolutely Studios,4.99
2014-08-26,,1.99
2015-07-22,KITATUS STUDIOS,0.99
2015-07-21,"KOEI TECMO GAMES CO., LTD.",42.99
2014-05-01,,1.99
2015-07-22,Studio Nyx,0.99
2015-07-22,Tchagata Games,1.99
2015-07-22,Roppy Chop Studios,2.99
2015-07-22,Great War Team,2.99
2014-08-10,,1.99
2015-07-22,Krutovig,0.99
2014-07-10,,1.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-14,Individual Software,14.99
2015-07-14,Individual Software,14.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-23,A Crowd of Monsters,4.99
2015-07-23,"AndrewMD5,Codeusa",3.99
2015-07-14,Individual Software,14.99
2015-07-14,Individual Software,14.99
2015-07-23,Haemimont Games,3.99
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-23,Haemimont Games,
2015-07-22,"SmiteWorks USA, LLC",4.99
2015-07-23,ACQUIRE Corp.,24.99
2015-07-23,Ragiva Games e.K.,4.99
2015-07-23,Stereo7 Games,1.99
2015-07-23,"Sledgehammer Games,Raven Software",1.99
2015-07-23,"Sledgehammer Games,Raven Software",1.99
2015-07-23,"Sledgehammer Games,Raven Software",1.99
2015-07-23,"Sledgehammer Games,Raven Software",1.99
2015-07-23,Acquire Corp.,0.99
2015-07-23,Bits &amp; Beasts,9.99
2015-07-23,Acquire Corp.,0.99
2015-07-23,bitHuffel,9.99
2015-07-23,Tap It Games,9.99
2015-07-23,Gamesare,7.99
1996-03-06,Looking Glass Studios,5.99
2015-07-23,Proton Studio Inc,Free
2015-07-23,Somi,4.99
2015-05-26,Individual Software,39.99
2015-07-23,"A Crowd of Monsters,Sonotrigger",6.99
2015-07-23,Chris Hopkin,2.99
2015-07-23,Paleozoic,4.99
2015-07-23,Croteam,14.99
2015-07-21,SIM720,16.99
2015-07-23,Aniode,12.99
2015-07-23,A Crowd of Monsters,2.99
2015-07-21,SIM720,16.99
2015-07-21,Alabeo,19.99
2015-07-14,Slightly Mad Studios,5.49
2014-03-14,MDNA Games,11.99
2015-07-21,Yang Sun,4.99
2015-07-02,Sometimes You,2.99
2015-07-21,Recotechnology S.L.,1.99
2015-06-30,Alice &amp; Smith,
2015-07-17,Studio Paint,4.99
2015-07-17,"DQ Team,Hidden Hallow Studio",1.99
2015-07-17,Displace Media,4.99
2015-07-21,GAME FREAK,
2015-07-21,Frozen Orb,5.99
2015-07-17,Play sp. z o. o.,1.99
2015-07-17,Choice of Games,6.99
2015-07-10,Studio Paint,9.99
2015-07-17,Choice of Games,
2015-07-17,Hesketh Studios,12.99
2015-07-13,KADOKAWA,24.99
2013-09-07,,1.99
2015-07-13,Critical Games,4.99
2015-07-13,SoftWeir Inc.,59.99
2015-07-13,Konsordo,4.99
2015-07-13,"LearnDistrict Inc.,The Negatives",4.99
2015-07-13,PillowPigGames,4.99
2015-07-14,Alabeo,19.99
2015-07-14,Reventador Games,2.99
2015-07-14,Creobit,2.99
2015-07-14,Paradox Development Studio,14.99
2015-07-14,Carenado,24.99
2015-07-14,,2.99
2015-07-14,Paradox Development Studio,5.99
2015-07-14,Gambrinous,14.99
2015-07-14,Gato Salvaje S.L.,7.99
2015-07-14,NetherRealm Studios,3.99
2015-07-14,NetherRealm Studios,4.99
2015-07-14,Ubisoft - San Francisco,2.99
2015-07-14,Ubisoft - San Francisco,2.99
2015-07-14,Ubisoft - San Francisco,2.99
2015-07-14,Ubisoft - San Francisco,7.99
2015-07-14,FIVE-BN GAMES,6.99
2015-07-14,Real Dynamics,3.99
2015-07-14,"Roope Mäkinen,Arvi Teikari",2.99
2015-07-15,Eclipse Games,9.99
2015-07-15,Gambrinous,7.99
2014-04-29,,1.99
2015-07-15,MachineSpirit,9.99
2015-07-16,AOS GAME,2.99
2015-07-16,Mango Protocol,3.99
2015-07-16,Duckbridge,9.99
2015-07-14,GameUS Inc.,19.99
2015-07-16,Duckbridge,3.99
2015-07-16,Stroboskop,4.99
2015-07-16,Wild Wolf Std,Free
2015-07-16,ISOTX,
2015-07-16,Dovetail Games,19.99
2015-07-16,Wild Wolf Std,19.99
2015-07-16,Blaze Epic,1.99
2015-07-16,Studio Nyx,19.99
2015-07-16,Astronomic Games,8.99
2015-07-16,OVERKILL - a Starbreeze Studio.,
2015-07-14,"Good Morning, Commander",
2014-07-29,,5.99
2015-07-14,WnMStudio,0.99
2015-07-15,DSK Studios Pvt. Ltd,9.99
2015-07-15,Freehold Games,9.99
2015-07-15,Axis Games,14.99
2015-07-15,Orphic Software,14.99
2015-07-15,,
2015-07-15,SEEP,2.99
2015-07-10,Black Shell Games,Free to Play
2015-07-10,Virtual Racing Industries Ltd.,9.99
2014-12-04,Midian Design,2.99
2015-07-03,RadLabGaming,
2015-07-10,Baggy Cat Ltd,9.99
2015-06-19,"Chu-3,Bakufu Narayama",11.99
2011-03-10,Blazing Bit Games,2.99
2015-07-10,ODD Games,4.99
2015-07-10,"Mack Media,Caipirinha Games,DevQ1",4.99
2015-07-07,Ubisoft - San Francisco,2.99
2015-07-07,Ubisoft - San Francisco,2.99
2015-07-07,Ubisoft - San Francisco,2.99
2015-07-07,Ubisoft - San Francisco,2.99
2015-07-07,Ubisoft - San Francisco,11.99
2014-12-30,stage-nana,12.99
2015-07-07,Yatagarasu Dev Team,19.99
2015-07-07,Yatagarasu Dev Team,2.99
2015-07-07,Yatagarasu Dev Team,29.99
2015-07-07,Moment Studio,14.99
2015-07-07,Yatagarasu Dev Team,9.99
2015-07-07,Moment Studio,
2015-07-07,"Bimboosoft Co.,Ltd.",1.99
2015-07-07,"Arc System Works,DotEmu",14.99
,,6.99
2014-05-28,Gneu LLC,
2015-07-07,"Arc System Works,DotEmu",
2015-07-08,Rogue Rocket Games,1.99
2015-07-08,Childish Things,9.99
2015-07-08,First Class Simulations,9.99
2015-07-07,Evan Todd,6.99
2015-07-08,SIM720,19.99
2015-07-08,"Artur Games,Music by Darkman007",4.99
2015-07-08,"Artur Games,Music by Darkman007",
2015-07-08,"Cole Neumann,Albin Bernhardsson",4.99
2015-07-06,GameUS Inc.,19.99
2015-07-09,Team Replay,9.99
2015-07-09,Question,
2015-07-09,"Neko Entertainment,Team Replay",2.99
2015-07-09,Stardock Entertainment,Free to Play
2015-07-09,Question,19.99
2015-07-09,,3.99
2010-12-07,2by3 Games,79.99
2015-07-09,Bento-Studio,4.99
2013-03-16,2by3 Games,14.99
2012-03-01,2by3 Games,14.99
2013-11-01,,1.99
2015-07-09,Trion Worlds,Free to Play
2015-07-09,Ironward,19.99
2015-07-09,Trion Worlds,19.99
2015-07-08,SIM720,16.99
2015-07-09,Gatling Goat Studios,14.99
2015-07-08,Thomson Interactive,39.99
,,10.99
2000-05-31,Massive Entertainment,4.99
2015-07-07,JDM4iK,4.99
2015-07-08,YFC games,Free
2004-06-18,Massive Entertainment,4.99
2015-07-08,Ronimo Games,2.99
2015-07-06,Peter Gutenko,
2015-07-06,Black Lime Studio,0.99
2015-07-06,Handelabra Games Inc.,4.99
2015-07-06,Blaze Epic,1.99
2015-07-06,"Angels Blue Digital Entertainment,DigitalEZ",4.99
2015-07-06,Handelabra Games Inc.,4.99
2015-07-06,Panic Ensues Software,6.99
2015-07-06,Cornbread Juice Games,0.99
2013-11-19,,1.99
2015-07-06,Urbanscan,4.99
2015-07-01,FireFly Studios,5.99
2015-07-01,Axis Game Factory LLC,14.99
2012-04-20,,2.99
2015-03-10,,1.99
